order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ00467,2018-08-25,15:46:28,Lunch,NS,"[('Fries', 5), ('Burger', 8), ('Steak', 7), ('Chicken', 6)]",815.0,-37.8238015,144.9475135,0,10.156,17.1633816
ORDZ06093,2018-06-24,13:44:47,Lunch,NS,"[('Salad', 10), ('Burger', 7), ('Steak', 6), ('Chicken', 5), ('Fries', 9)]",927.0,-37.8109126,144.9457174,0,9.101,16.4388968
ORDZ02326,2018-06-15,13:24:30,Lunch,NS,"[('Salad', 6), ('Chicken', 3), ('Steak', 2), ('Fries', 1)]",301.2,-37.8069808,144.9942382,0,8.686,13.954167499999999
ORDA10470,2018-04-17,11:32:57,Breakfast,BK,"[('Cereal', 8), ('Eggs', 8), ('Coffee', 5)]",381.5,-37.8135314,144.97406850000002,0,6.8229999999999995,11.759667
ORDK08617,2018-10-19,17:38:01,Dinner,BK,"[('Pasta', 4), ('Shrimp', 5), ('Salmon', 7)]",667.0,-37.8013076,144.98933689999998,0,5.928,12.2898892
ORDK00331,2018-03-23,10:42:15,Breakfast,BK,"[('Cereal', 8), ('Coffee', 4), ('Pancake', 6), ('Eggs', 2)]",387.5,-37.8149255,144.9502653,0,9.927,14.936532999999999
ORDJ00917,2018-04-02,11:02:32,Breakfast,TP,"[('Coffee', 5), ('Eggs', 8), ('Pancake', 1)]",237.75,-37.806357899999995,144.9592039,0,8.982999999999999,11.2398588
ORDY09621,2018-11-02,18:08:27,Dinner,TP,"[('Shrimp', 10), ('Salmon', 2), ('Pasta', 1)]",649.5,-37.818051399999995,144.9694604,0,7.847,12.168009450803472
ORDJ08431,2018-03-04,10:01:41,Breakfast,TP,"[('Coffee', 7), ('Pancake', 8), ('Eggs', 5), ('Cereal', 3)]",419.5,-37.80460120000001,144.97458590000002,0,9.693,13.952911199999999
ORDI07763,2018-06-18,13:34:38,Lunch,NS,"[('Burger', 4), ('Fries', 5), ('Steak', 5), ('Chicken', 10), ('Salad', 1)]",746.2,-37.822730799999995,145.0153099,0,11.765,17.201074300000002
ORDY01203,2018-11-15,18:28:43,Dinner,TP,"[('Fish&Chips', 5), ('Salmon', 4), ('Pasta', 10), ('Shrimp', 10)]",1154.0,-37.805184499999996,144.9685429,0,9.412,13.644001000000001
ORDA03321,2018-01-09,08:10:08,Breakfast,BK,"[('Cereal', 6), ('Pancake', 4), ('Coffee', 2), ('Eggs', 6)]",370.0,-37.8223314,144.94758230000002,1,9.291,7.163322900000001
ORDJ07592,2018-07-19,14:35:29,Lunch,TP,"[('Chicken', 6), ('Fries', 6), ('Steak', 1), ('Burger', 3)]",402.0,-37.8094958,145.01011689999999,0,12.255999999999998,15.011587699999998
ORDX01183,2018-02-23,09:41:24,Breakfast,BK,"[('Eggs', 6), ('Coffee', 3), ('Cereal', 7)]",301.5,-37.8227277,144.9675125,0,8.061,12.4718887
ORDC07022,2018-06-23,13:44:47,Lunch,NS,"[('Chicken', 10), ('Burger', 5), ('Steak', 3), ('Salad', 1)]",627.2,-37.8184634,144.9856392,0,8.963,16.3231872
ORDA03991,2018-01-07,08:10:08,Breakfast,BK,"[('Cereal', 7), ('Eggs', 10), ('Pancake', 3)]",439.75,-37.8131035,144.93734880000002,1,10.129,8.7867823
ORDC02771,2018-03-07,10:01:41,Breakfast,NS,"[('Coffee', 4), ('Eggs', 9), ('Cereal', 10), ('Pancake', 9)]",656.25,-37.8051966,144.947812,0,8.655,13.815681
ORDI09175,2018-07-13,14:25:21,Lunch,NS,"[('Fries', 9), ('Chicken', 4), ('Steak', 6)]",506.0,-37.816716299999996,145.0071935,0,10.585999999999999,16.1153071
ORDX10817,2018-07-22,14:45:38,Lunch,BK,"[('Fries', 3), ('Salad', 6), ('Steak', 4), ('Burger', 1)]",350.2,-37.821869799999995,145.0103197,0,4.622,12.8442821
ORDI10705,2018-07-03,14:05:04,Lunch,NS,"[('Fries', 4), ('Salad', 8)]",185.6,-37.809594700000005,144.96367759999998,0,7.421,12.512513499999999
ORDI03826,2018-02-14,09:21:07,Breakfast,NS,"[('Coffee', 1), ('Pancake', 9), ('Cereal', 2)]",267.75,-37.824878399999996,144.9797757,0,9.11,13.687374300000002
ORDI04794,2018-08-26,15:46:28,Lunch,NS,"[('Salad', 1), ('Fries', 8), ('Chicken', 2), ('Burger', 8)]",425.2,-37.8121117,144.9382965,0,10.329,17.916455
ORDI00234,2018-11-12,18:28:43,Dinner,NS,"[('Shrimp', 5), ('Pasta', 2), ('Fish&Chips', 2), ('Salmon', 9)]",764.0,-37.8025576,144.9766602,0,6.8,12.4506093
ORDY08571,2018-01-05,08:00:00,Breakfast,TP,"[('Pancake', 1), ('Cereal', 4)]",108.25,-37.814236799999996,144.9372396,1,10.763,6.7016827
ORDY00560,2018-09-07,16:16:54,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 6), ('Pasta', 8), ('Salmon', 9)]",1231.0,-37.820561600000005,144.9772587,0,8.714,13.206912099999998
ORDI05500,2018-08-24,15:46:28,Lunch,NS,"[('Chicken', 4), ('Steak', 10), ('Burger', 3)]",671.0,-37.820463000000004,144.9512264,0,9.536,15.162702800000002
ORDB05733,2018-12-01,19:09:17,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 1), ('Shrimp', 1)]",294.0,-37.8151109,144.9393705,0,10.222000000000001,15.553330800000001
ORDA08791,2018-01-08,08:10:08,Breakfast,BK,"[('Pancake', 10), ('Coffee', 10), ('Eggs', 5), ('Cereal', 10)]",637.5,-37.809026,144.9816284,1,5.777,5.2479985000000005
ORDK07077,2018-10-06,17:07:36,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 3), ('Pasta', 2), ('Shrimp', 3)]",527.0,-37.809488200000004,144.9637279,0,8.251,17.2837605
ORDJ06232,2018-06-23,13:44:47,Lunch,TP,"[('Chicken', 7), ('Fries', 9)]",332.0,-37.799316600000004,144.98210859999998,0,10.607000000000001,14.997936800000002
ORDY10549,2018-05-09,12:13:31,Lunch,TP,"[('Burger', 3), ('Fries', 9), ('Steak', 2), ('Chicken', 9)]",579.0,-37.7994347,144.98897350000001,0,11.072000000000001,14.091263399999999
ORDJ09299,2018-08-26,15:46:28,Lunch,TP,"[('Steak', 9), ('Chicken', 5), ('Salad', 5), ('Fries', 4)]",699.0,-37.8111043,144.9691889,0,8.732000000000001,13.476685999999999
ORDZ06836,2018-01-08,08:10:08,Breakfast,NS,"[('Pancake', 4), ('Eggs', 10), ('Cereal', 8)]",485.0,-37.8094575,144.9856035,1,8.185,6.787758800000001
ORDX10516,2018-11-05,18:08:27,Dinner,BK,"[('Shrimp', 5), ('Pasta', 10)]",545.0,-37.8225971,145.0031343,0,4.946000000000001,11.201559399999999
ORDC02118,2018-01-16,08:30:25,Breakfast,NS,"[('Cereal', 9), ('Pancake', 10), ('Eggs', 5), ('Coffee', 1)]",549.0,-37.8068167,144.9579302,1,7.845,6.890644
ORDC02655,2018-06-24,13:44:47,Lunch,NS,"[('Steak', 3), ('Burger', 2)]",197.0,-37.8264307,144.9977887,0,10.465,17.354477199999998
ORDA03871,2018-02-15,09:31:16,Breakfast,BK,"[('Pancake', 5), ('Coffee', 5), ('Eggs', 8)]",334.75,-37.810198299999996,144.9766874,0,6.461,11.3641676
ORDX04268,2018-02-18,09:31:16,Breakfast,BK,"[('Coffee', 6), ('Pancake', 8), ('Eggs', 6), ('Cereal', 10)]",581.0,-37.806346600000005,144.94477519999998,0,9.164,16.4520415
ORDA01521,2018-08-29,15:56:37,Lunch,BK,"[('Fries', 2), ('Chicken', 9)]",312.0,-37.8189705,144.9465947,0,9.387,15.264419400000001
ORDY08931,2018-02-20,09:41:24,Breakfast,TP,"[('Eggs', 10), ('Coffee', 7), ('Cereal', 2), ('Pancake', 6)]",460.0,-37.8142839,145.0023517,0,11.172,13.2995087
ORDB05052,2018-01-16,08:30:25,Breakfast,TP,"[('Eggs', 2), ('Pancake', 1), ('Coffee', 2), ('Cereal', 10)]",293.25,-37.8148815,144.964664,1,8.149,5.746658999999999
ORDJ05039,2018-10-12,17:27:53,Dinner,TP,"[('Pasta', 9), ('Shrimp', 1), ('Salmon', 9), ('Fish&Chips', 6)]",880.5,-37.7992427,144.983011,0,10.692,15.3447785
ORDJ06121,2018-10-09,17:17:44,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 7), ('Salmon', 6), ('Pasta', 1)]",950.5,-37.8067673,144.9733776,0,9.374,13.8519579
ORDX09162,2018-01-29,08:50:42,Breakfast,BK,"[('Eggs', 2), ('Cereal', 1), ('Pancake', 6), ('Coffee', 6)]",255.5,-37.8251392,144.9364483,0,10.637,15.8687372
ORDK09639,2018-07-15,14:25:21,Lunch,BK,"[('Burger', 2), ('Fries', 9)]",170.0,-37.7995098,144.93537769999998,0,12.767000000000001,22.1127494
ORDX02389,2018-07-27,14:45:38,Lunch,BK,"[('Fries', 4), ('Salad', 10), ('Steak', 4), ('Chicken', 5)]",560.0,-37.805050099999995,144.98798200000002,0,5.763999999999999,12.0838741
ORDX04395,2018-07-01,13:54:55,Lunch,BK,"[('Salad', 9), ('Fries', 4), ('Steak', 5), ('Burger', 3), ('Chicken', 3)]",616.8,-37.800590500000006,144.9395035,0,9.802999999999999,18.7023063
ORDY10167,2018-12-27,20:00:00,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 3), ('Shrimp', 9), ('Salmon', 4)]",837.5,-37.811735299999995,144.9564384,0,8.649,12.8011355
ORDI03724,2018-03-09,10:11:49,Breakfast,NS,"[('Cereal', 6), ('Eggs', 9), ('Pancake', 5)]",445.25,-37.8251136,144.9849581,0,9.561,14.619477847492206
ORDK07554,2018-05-16,12:23:39,Lunch,BK,"[('Burger', 1), ('Steak', 7), ('Chicken', 7), ('Fries', 4), ('Salad', 7)]",738.4,-37.8104242,144.972604,0,7.399,13.284171576911268
ORDK04070,2018-01-28,08:50:42,Breakfast,BK,"[('Pancake', 3), ('Cereal', 4)]",156.75,-37.7995186,144.9495348,0,8.999,16.1478046
ORDJ09236,2018-10-06,17:07:36,Dinner,TP,"[('Shrimp', 4), ('Salmon', 4), ('Pasta', 8), ('Fish&Chips', 8)]",880.0,-37.807008200000006,144.96273109999998,0,8.967,14.582277497000769
ORDK09216,2018-01-16,08:20:16,Breakfast,BK,"[('Coffee', 8), ('Eggs', 9), ('Cereal', 9), ('Pancake', 4)]",544.0,-37.817907,144.97455680000002,1,7.1770000000000005,6.007283600439775
ORDK01568,2018-06-17,13:34:38,Lunch,BK,"[('Steak', 8), ('Fries', 4)]",408.0,-37.8073495,144.9688889,0,6.899,15.023406
ORDY09088,2018-05-21,12:33:48,Lunch,TP,"[('Steak', 4), ('Chicken', 6), ('Salad', 9)]",526.8,-37.8194126,144.9320645,0,11.815,14.7633241
ORDK03994,2018-12-29,20:00:00,Dinner,BK,"[('Salmon', 2), ('Shrimp', 4), ('Pasta', 4), ('Fish&Chips', 4)]",548.0,-37.8137954,144.9718227,0,7.035,16.30507816903979
ORDY00032,2018-08-15,15:26:11,Lunch,TP,"[('Burger', 7), ('Steak', 3), ('Salad', 9), ('Fries', 1), ('Chicken', 1)]",550.8,-37.8081851,144.9756244,0,9.246,12.905192999999999
ORDJ07334,2018-07-17,14:35:29,Lunch,TP,"[('Chicken', 2), ('Fries', 8), ('Burger', 9), ('Steak', 5), ('Salad', 10)]",836.0,-37.8014306,144.981043,0,10.302,13.9330894
ORDB03362,2018-12-16,19:39:43,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 2), ('Shrimp', 2), ('Pasta', 7)]",697.5,-37.8075011,144.9552904,0,9.173,14.489104199999998
ORDY07193,2018-03-04,10:01:41,Breakfast,TP,"[('Cereal', 2), ('Eggs', 7)]",196.0,-37.8198062,145.00161469999998,0,10.850999999999999,14.670121670964264
ORDK09710,2018-06-10,13:14:21,Lunch,BK,"[('Steak', 4), ('Salad', 3), ('Burger', 4), ('Fries', 2), ('Chicken', 5)]",539.6,-37.8208441,144.98838600000002,0,6.05,14.4137275
ORDA06334,2018-02-11,09:21:07,Breakfast,BK,"[('Cereal', 1), ('Coffee', 10)]",96.0,-37.8137283,144.9686925,0,7.268,14.3476438
ORDC00771,2018-12-20,19:39:43,Dinner,NS,"[('Pasta', 5), ('Salmon', 1), ('Shrimp', 4), ('Fish&Chips', 7)]",639.5,-37.809187200000004,144.94523930000003,0,9.106,15.4430318
ORDB04606,2018-10-13,17:27:53,Dinner,TP,"[('Salmon', 9), ('Pasta', 5)]",506.5,-37.811069599999996,144.97019540000002,0,8.788,14.6794135
ORDI07497,2018-05-25,12:43:56,Lunch,NS,"[('Fries', 9), ('Steak', 10), ('Chicken', 5), ('Burger', 4)]",842.0,-37.825089299999995,144.9571519,0,9.69,15.077151500000001
ORDB05867,2018-10-01,16:57:27,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 5), ('Pasta', 7)]",677.5,-37.8179149,144.95056619999997,0,8.839,13.0674327
ORDA00637,2018-02-15,09:31:16,Breakfast,BK,"[('Coffee', 6), ('Eggs', 9)]",243.0,-37.8026079,144.98771269999997,0,5.9239999999999995,10.713324249510144
ORDY00518,2018-08-06,15:05:54,Lunch,TP,"[('Fries', 3), ('Salad', 1)]",53.2,-37.8166527,144.9699706,0,7.983,11.530939847778285
ORDX09089,2018-03-19,10:32:06,Breakfast,BK,"[('Pancake', 5), ('Eggs', 5)]",231.25,-37.8141665,144.9518734,0,8.613999999999999,13.1818571
ORDK09116,2018-01-03,08:00:00,Breakfast,BK,"[('Pancake', 3), ('Cereal', 5), ('Eggs', 6), ('Coffee', 5)]",347.25,-37.811134100000004,145.00646619999998,1,3.56,4.3706597
ORDC01597,2018-04-30,11:53:14,Breakfast,NS,"[('Pancake', 4), ('Coffee', 2), ('Cereal', 3)]",175.0,-37.815528,144.96356409999999,0,8.39,13.124266699999998
ORDI09044,2018-12-19,19:39:43,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 10), ('Salmon', 4)]",879.0,-37.8211755,144.9549802,0,8.604,14.6654276
ORDZ07582,2018-02-19,09:31:16,Breakfast,NS,"[('Coffee', 9), ('Eggs', 5)]",177.5,-37.8059599,144.94742730000002,0,8.695,13.622481500000001
ORDB03459,2018-07-07,14:05:04,Lunch,TP,"[('Steak', 10), ('Burger', 9), ('Salad', 6)]",832.2,-37.8195447,144.9599034,0,7.728,12.78346648732603
ORDB05656,2018-11-03,18:08:27,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 5), ('Shrimp', 9)]",728.5,-37.811240600000005,144.9519554,0,8.549,14.7294655
ORDB06465,2018-03-25,10:42:15,Breakfast,TP,"[('Eggs', 10), ('Cereal', 1), ('Pancake', 3)]",313.75,-37.8200279,145.015796,0,12.005,15.868482
ORDZ00881,2018-12-20,19:39:43,Dinner,BK,"[('Shrimp', 4), ('Fish&Chips', 9), ('Pasta', 7), ('Salmon', 8)]",1051.5,-37.8094403,144.9491969,0,8.838,14.382115599999999
ORDY10809,2018-07-21,14:35:29,Lunch,TP,"[('Salad', 10), ('Burger', 9)]",451.0,-37.807840999999996,144.938431,0,10.38,15.024148822187563
ORDI10361,2018-06-18,13:34:38,Lunch,NS,"[('Steak', 3), ('Burger', 1), ('Salad', 4)]",234.8,-37.822553899999996,145.0066851,0,11.04,16.7131495
ORDZ10656,2018-11-09,18:18:35,Dinner,NS,"[('Salmon', 9), ('Shrimp', 2), ('Pasta', 3)]",559.5,-37.811794299999995,144.9460717,0,9.964,15.825389800000002
ORDB03613,2018-08-17,15:36:20,Lunch,TP,"[('Steak', 8), ('Salad', 2), ('Fries', 10), ('Chicken', 8), ('Burger', 7)]",987.4,-37.8173782,144.95609,0,8.301,11.7762685
ORDB08448,2018-02-24,09:41:24,Breakfast,TP,"[('Coffee', 6), ('Pancake', 6)]",190.5,-37.814813799999996,144.9377022,0,10.354000000000001,14.5830391
ORDJ07349,2018-02-22,09:41:24,Breakfast,TP,"[('Coffee', 6), ('Pancake', 4)]",142.0,-37.8155917,145.0059186,0,11.4,13.8474666
ORDJ01182,2018-04-26,11:43:05,Breakfast,TP,"[('Eggs', 9), ('Coffee', 7)]",250.5,-37.8191032,144.96524440000002,0,7.39,10.2593625
ORDZ07638,2018-12-06,19:19:26,Dinner,NS,"[('Fish&Chips', 3), ('Pasta', 4)]",215.0,-37.8145878,144.9700684,0,7.806,13.9273804
ORDZ03226,2018-10-27,17:58:18,Dinner,NS,"[('Salmon', 6), ('Pasta', 8)]",466.0,-37.820843200000006,144.9919256,0,9.618,17.554393402709543
ORDC10836,2018-06-10,13:14:21,Lunch,NS,"[('Salad', 6), ('Fries', 7)]",187.2,-37.8144932,144.9638438,0,8.085,15.501860968586152
ORDI01081,2018-07-26,14:45:38,Lunch,NS,"[('Burger', 3), ('Chicken', 8), ('Fries', 4)]",397.0,-37.802198,144.9604986,0,7.176,12.499423599999998
ORDC01909,2018-05-25,12:43:56,Lunch,NS,"[('Salad', 5), ('Burger', 3)]",179.0,-37.8026571,144.9635276,0,6.94,12.127448
ORDA05693,2018-10-07,17:17:44,Dinner,BK,"[('Pasta', 6), ('Shrimp', 7), ('Fish&Chips', 1)]",578.0,-37.8209342,144.9613737,0,8.175,17.4764713
ORDK08835,2018-02-23,09:41:24,Breakfast,BK,"[('Coffee', 6), ('Cereal', 6), ('Eggs', 7), ('Pancake', 10)]",567.5,-37.810691999999996,144.9659445,0,7.331,12.2073345
ORDC09067,2018-01-25,08:40:33,Breakfast,NS,"[('Pancake', 2), ('Coffee', 5), ('Eggs', 4), ('Cereal', 3)]",237.0,-37.812087,144.9451785,0,9.11,13.817073
ORDC01885,2018-02-02,09:00:50,Breakfast,NS,"[('Pancake', 1), ('Eggs', 3)]",90.25,-37.8199156,145.0116616,0,11.172,16.3026447
ORDJ10992,2018-12-17,19:39:43,Dinner,TP,"[('Fish&Chips', 3), ('Shrimp', 7)]",483.0,-37.8064378,144.9557716,0,9.269,13.0232647
ORDB06934,2018-04-25,11:43:05,Breakfast,TP,"[('Coffee', 8), ('Eggs', 5), ('Cereal', 6), ('Pancake', 6)]",441.5,-37.8263157,145.0039054,0,10.562000000000001,13.179390300000001
ORDY00391,2018-11-08,18:18:35,Dinner,TP,"[('Salmon', 4), ('Pasta', 6), ('Shrimp', 6)]",653.0,-37.8162009,144.9642033,0,7.768,11.952124699999999
ORDZ05741,2018-03-10,10:11:49,Breakfast,NS,"[('Cereal', 9), ('Coffee', 4), ('Pancake', 1), ('Eggs', 8)]",419.25,-37.8241511,145.0151495,0,11.884,18.825268100000002
ORDA06694,2018-05-28,12:54:05,Lunch,BK,"[('Burger', 3), ('Chicken', 2), ('Fries', 6), ('Steak', 10)]",679.0,-37.8096098,144.95528090000002,0,8.236,14.361499900000002
ORDY02755,2018-07-31,14:55:46,Lunch,TP,"[('Chicken', 7), ('Steak', 6), ('Burger', 9), ('Salad', 5)]",859.0,-37.8120706,144.9739636,0,8.792,12.2250893
ORDI09889,2018-02-11,09:21:07,Breakfast,NS,"[('Cereal', 6), ('Pancake', 4)]",223.0,-37.813813399999994,144.96873349999998,0,7.744,14.912478899999998
ORDK10855,2018-01-05,08:00:00,Breakfast,BK,"[('Coffee', 1), ('Cereal', 4)]",91.5,-37.8132486,144.9371562,1,10.095,7.506423700000001
ORDC02932,2018-10-10,17:17:44,Dinner,NS,"[('Shrimp', 8), ('Salmon', 1)]",473.0,-37.8123731,144.95320149999998,0,8.495,14.244474499999999
ORDX06409,2018-03-07,10:01:41,Breakfast,BK,"[('Eggs', 6), ('Coffee', 10), ('Pancake', 6), ('Cereal', 1)]",373.5,-37.7989322,144.944273,0,9.487,14.228242199999999
ORDK10435,2018-04-11,11:12:40,Breakfast,NS,"[('Pancake', 6), ('Eggs', 9), ('Cereal', 2), ('Coffee', 7)]",438.0,-37.8317585,144.9649035,0,10.013,13.797571300000001
ORDK06710,2018-06-07,13:14:21,Lunch,BK,"[('Salad', 8), ('Steak', 1)]",182.6,-37.8036459,144.9490246,0,8.877,15.3717133
ORDJ01298,2018-10-15,17:27:53,Dinner,TP,"[('Salmon', 4), ('Shrimp', 4)]",380.0,-37.8111785,144.9936407,0,10.357999999999999,14.8429343
ORDA00952,2018-06-09,13:14:21,Lunch,BK,"[('Chicken', 6), ('Steak', 4), ('Salad', 4)]",440.8,-37.7993149,144.9602499,0,8.447,16.6358685
ORDC03758,2018-11-16,18:38:52,Dinner,NS,"[('Pasta', 7), ('Shrimp', 7), ('Fish&Chips', 9), ('Salmon', 7)]",1172.5,-37.8186716,144.96128169999997,0,8.855,14.915198
ORDI04501,2018-02-15,09:21:07,Breakfast,NS,"[('Coffee', 6), ('Pancake', 4)]",142.0,-37.813108,145.0048491,0,10.089,15.3786217
ORDA08258,2018-01-02,08:00:00,Breakfast,BK,"[('Cereal', 2), ('Coffee', 10), ('Eggs', 9), ('Pancake', 2)]",363.5,-37.7989055,145.01150900000002,1,5.136,5.4533426
ORDX04971,2018-10-07,17:17:44,Dinner,BK,"[('Salmon', 2), ('Shrimp', 1)]",136.0,-37.8086109,144.955484,0,8.193,17.5880421
ORDA10441,2018-02-04,09:00:50,Breakfast,BK,"[('Pancake', 2), ('Eggs', 2), ('Coffee', 7)]",145.0,-37.802308000000004,144.9301719,0,10.663,18.140118100000002
ORDK01047,2018-07-25,14:45:38,Lunch,NS,"[('Steak', 10), ('Chicken', 4)]",578.0,-37.8223333,144.97554069999998,0,9.132,13.530598000000001
ORDJ09071,2018-04-30,11:53:14,Breakfast,TP,"[('Cereal', 10), ('Eggs', 6), ('Coffee', 3), ('Pancake', 2)]",413.0,-37.8189643,144.9525952,0,8.586,11.4885602
ORDX01338,2018-02-17,09:31:16,Breakfast,BK,"[('Cereal', 8), ('Pancake', 1), ('Coffee', 7), ('Eggs', 3)]",310.75,-37.8197841,144.9790342,0,6.895,13.8361813
ORDX04109,2018-04-01,10:52:23,Breakfast,BK,"[('Cereal', 4), ('Pancake', 10), ('Coffee', 3), ('Eggs', 3)]",415.0,-37.81926729999999,144.9788564,0,7.2829999999999995,14.7354063
ORDX05097,2018-04-26,11:43:05,Breakfast,BK,"[('Coffee', 4), ('Pancake', 7)]",199.75,-37.817961,144.9666691,0,7.521,12.178555000000001
ORDB02464,2018-08-06,15:05:54,Lunch,TP,"[('Burger', 5), ('Chicken', 4), ('Salad', 2)]",317.4,-37.8034902,144.9539189,0,9.644,13.095600099999999
ORDB10692,2018-04-02,11:02:32,Breakfast,TP,"[('Coffee', 2), ('Pancake', 7), ('Eggs', 6)]",316.75,-37.8139298,144.9570017,0,8.417,11.3024633
ORDX02624,2018-12-26,19:49:51,Dinner,BK,"[('Salmon', 6), ('Pasta', 7)]",438.5,-37.8129499,144.93928789999998,0,9.785,16.576344
ORDY05882,2018-07-26,14:45:38,Lunch,TP,"[('Salad', 7), ('Fries', 4), ('Chicken', 9), ('Steak', 2)]",546.4,-37.8041441,144.9673699,0,9.513,12.8815745
ORDY01340,2018-08-10,15:16:03,Lunch,TP,"[('Salad', 7), ('Fries', 2), ('Burger', 2)]",206.4,-37.7993102,144.963207,0,9.886000000000001,13.0322801
ORDY02599,2018-07-29,14:55:46,Lunch,TP,"[('Fries', 3), ('Chicken', 7), ('Steak', 1), ('Salad', 10), ('Burger', 9)]",756.0,-37.8179198,144.94617380000003,0,9.301,14.1453649
ORDI00238,2018-12-28,20:00:00,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 2), ('Salmon', 2)]",242.0,-37.819612400000004,144.9521114,0,8.891,15.656924599999998
ORDB10285,2018-12-03,19:09:17,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 2), ('Shrimp', 8), ('Salmon', 4)]",966.0,-37.820842,144.9695038,0,7.84,11.901458300000002
ORDZ04247,2018-10-07,17:17:44,Dinner,NS,"[('Shrimp', 2), ('Salmon', 7)]",395.0,-37.8073834,144.9941797,0,8.64,16.827585
ORDZ02775,2018-12-17,19:39:43,Dinner,BK,"[('Pasta', 2), ('Salmon', 6)]",301.0,-37.8056528,144.95108290000002,0,8.6,14.2844161
ORDJ09590,2018-11-15,18:28:43,Dinner,TP,"[('Shrimp', 3), ('Salmon', 5), ('Pasta', 8), ('Fish&Chips', 4)]",727.0,-37.8012256,144.9531925,0,9.843,13.854435521838019
ORDY01850,2018-07-10,14:15:12,Lunch,TP,"[('Chicken', 6), ('Fries', 7), ('Steak', 1), ('Burger', 7)]",538.0,-37.8245566,144.984639,0,8.91,12.050459199999999
ORDI05114,2018-06-19,13:34:38,Lunch,NS,"[('Fries', 6), ('Salad', 5)]",158.0,-37.8246444,145.0057775,0,11.158,17.0082706
ORDA06365,2018-05-11,12:13:31,Lunch,BK,"[('Chicken', 7), ('Burger', 1)]",255.0,-37.8052165,144.94929869999999,0,8.661,14.8126848
ORDZ06912,2018-03-26,10:42:15,Breakfast,NS,"[('Coffee', 2), ('Pancake', 8), ('Cereal', 7), ('Eggs', 2)]",400.0,-37.8012083,144.9742299,0,6.461,11.5648267
ORDZ08830,2018-05-27,12:43:56,Lunch,NS,"[('Burger', 3), ('Fries', 4), ('Chicken', 1), ('Steak', 10)]",623.0,-37.8166969,145.0142424,0,11.686,19.078218
ORDX00046,2018-01-29,08:50:42,Breakfast,BK,"[('Pancake', 5), ('Coffee', 3)]",143.75,-37.8070811,144.9672879,0,7.053,11.8407001
ORDY04851,2018-02-20,09:31:16,Breakfast,TP,"[('Eggs', 7), ('Pancake', 1), ('Cereal', 3)]",241.25,-37.823695,144.96721589999999,0,7.835,10.445453500000001
ORDK05970,2018-03-01,09:51:32,Breakfast,BK,"[('Eggs', 2), ('Pancake', 7), ('Cereal', 10)]",423.75,-37.8158563,145.0132322,0,3.9560000000000004,8.2532397
ORDJ00165,2018-12-04,19:09:17,Dinner,BK,"[('Salmon', 2), ('Shrimp', 9), ('Pasta', 7), ('Fish&Chips', 9)]",1075.5,-37.8243618,144.96954019999998,0,8.113,11.929854400000002
ORDK10726,2018-01-24,08:40:33,Breakfast,BK,"[('Cereal', 6), ('Eggs', 9), ('Coffee', 7), ('Pancake', 7)]",546.25,-37.793098799999996,144.9758122,0,8.03,13.114298300000002
ORDZ06892,2018-06-01,12:54:05,Lunch,NS,"[('Steak', 3), ('Burger', 8)]",383.0,-37.820953,144.9475811,0,9.811,15.355152300000002
ORDA04772,2018-10-06,17:07:36,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 8), ('Shrimp', 6)]",719.0,-37.799787,144.95796140000002,0,9.605,19.1961325
ORDI06453,2018-08-13,15:26:11,Lunch,NS,"[('Burger', 3), ('Chicken', 6), ('Salad', 6)]",388.2,-37.8127235,144.93611769999998,0,10.449000000000002,15.7188557
ORDA06501,2018-08-22,15:36:20,Lunch,BK,"[('Chicken', 9), ('Fries', 3)]",324.0,-37.8227378,144.9851622,0,6.656000000000001,12.9013564
ORDI03631,2018-05-19,12:33:48,Lunch,NS,"[('Burger', 3), ('Salad', 9), ('Fries', 4)]",295.8,-37.82456079999999,144.9564993,0,10.679,18.183965399999998
ORDY06448,2018-12-26,19:49:51,Dinner,TP,"[('Pasta', 4), ('Shrimp', 8), ('Salmon', 4), ('Fish&Chips', 4)]",846.0,-37.813348299999994,144.9719334,0,8.574,12.627015199999999
ORDX04589,2018-08-27,15:56:37,Lunch,NS,"[('Burger', 7), ('Steak', 3), ('Chicken', 9), ('Salad', 4)]",708.8,-37.81942279999999,144.95423359999998,0,9.23,14.7598968
ORDA05756,2018-02-22,09:41:24,Breakfast,BK,"[('Coffee', 9), ('Pancake', 6), ('Eggs', 8)]",389.0,-37.8081185,144.9567616,0,8.068999999999999,12.7948571
